,,,,,,,,,,,,,,,
Предельное значение зависимости,120%,,,Ignore This Dividend Events,,,,Ticker,Weight,Tax,,,Rate,EXCEL YEARFRAC CONVENTION
Значение целевой волатильности,9%,,,Spin-Off,,,Equity1,MSFT UQ Equity,20.00%,15.00%,,,US0003M Index,2
Продолжительность периода определения реализованной волатильности,20,,,Spinoff,,,Equity2,AAPL UQ Equity,20.00%,15.00%,,,,
Дата начала расчета,1/15/2020,,,Stock Split,,,Equity3,GOOGL UQ Equity,20.00%,15.00%,,,,
Первоначальное значение,100,,,Consolidation,,,Equity4,FB UQ Equity,20.00%,15.00%,,,,
,,,,Stock Dividend,,,Equity5,700 HK Equity,20.00%,15.00%,,,,
,,,,Bonus,,,Equity6,,,,,,,
,,,,Rights Offering,,,Equity7,,,,,,,
,,,,Entitlement,,,Equity8,,,,,,,
,,,,Poison Pill Rights,,,Equity9,,,,,,,
,,,,Split-Off,,,Equity10,,,,,,,
,,,,Rights Issue,,,,,,,,,,
,PXLAST,Даты,Цена Базового актива в Дату,DIVIDENDS,Даты отсечки,"Сумма дивидендов, единиц валюты актива",Тип дивидендов
,,7/12/2019,204.87,,,,
,,7/15/2019,203.91,,,,
,,7/16/2019,203.84,,,,
,,7/17/2019,201.8,,,,
,,7/18/2019,200.78,,,,
,,7/19/2019,198.36,,,,
,,7/22/2019,202.32,,,,
,,7/23/2019,202.36,,,,
,,7/24/2019,204.66,,,,
,,7/25/2019,200.71,,,,
,,7/26/2019,199.75,,,,
,,7/29/2019,195.94,,,,
,,7/30/2019,197.04,,,,
,,7/31/2019,194.23,,,,
,,8/1/2019,192.73,,,,
,,8/2/2019,189.02,,,,
,,8/5/2019,181.73,,,,
,,8/6/2019,184.51,,,,
,,8/7/2019,185.15,,,,
,,8/8/2019,190.16,,,,
,,8/9/2019,187.85,,,,
,,8/12/2019,185.37,,,,
,,8/13/2019,188.45,,,,
,,8/14/2019,179.71,,,,
,,8/15/2019,182.59,,,,
,,8/16/2019,183.7,,,,
,,8/19/2019,186.17,,,,
,,8/20/2019,183.81,,,,
,,8/21/2019,183.55,,,,
,,8/22/2019,182.04,,,,
,,8/23/2019,177.75,,,,
,,8/26/2019,180.36,,,,
,,8/27/2019,181.3,,,,
,,8/28/2019,181.76,,,,
,,8/29/2019,185.57,,,,
,,8/30/2019,185.67,,,,
,,9/3/2019,182.39,,,,
,,9/4/2019,187.14,,,,
,,9/5/2019,190.9,,,,
,,9/6/2019,187.49,,,,
,,9/9/2019,188.76,,,,
,,9/10/2019,186.17,,,,
,,9/11/2019,188.49,,,,
,,9/12/2019,187.47,,,,
,,9/13/2019,187.19,,,,
,,9/16/2019,186.22,,,,
,,9/17/2019,188.08,,,,
,,9/18/2019,188.14,,,,
,,9/19/2019,190.14,,,,
,,9/20/2019,189.93,,,,
,,9/23/2019,186.82,,,,
,,9/24/2019,181.28,,,,
,,9/25/2019,182.8,,,,
,,9/26/2019,180.11,,,,
,,9/27/2019,177.1,,,,
,,9/30/2019,178.08,,,,
,,10/1/2019,175.81,,,,
,,10/2/2019,174.6,,,,
,,10/3/2019,179.38,,,,
,,10/4/2019,180.45,,,,
,,10/7/2019,179.68,,,,
,,10/8/2019,177.75,,,,
,,10/9/2019,179.85,,,,
,,10/10/2019,180.03,,,,
,,10/11/2019,184.19,,,,
,,10/14/2019,183.28,,,,
,,10/15/2019,188.89,,,,
,,10/16/2019,189.55,,,,
,,10/17/2019,190.39,,,,
,,10/18/2019,185.85,,,,
,,10/21/2019,189.76,,,,
,,10/22/2019,182.34,,,,
,,10/23/2019,186.15,,,,
,,10/24/2019,186.38,,,,
,,10/25/2019,187.89,,,,
,,10/28/2019,189.4,,,,
,,10/29/2019,189.31,,,,
,,10/30/2019,188.25,,,,
,,10/31/2019,191.65,,,,
,,11/1/2019,193.62,,,,
,,11/4/2019,194.72,,,,
,,11/5/2019,194.32,,,,
,,11/6/2019,191.55,,,,
,,11/7/2019,190.42,,,,
,,11/8/2019,190.84,,,,
,,11/11/2019,189.61,,,,
,,11/12/2019,194.47,,,,
,,11/13/2019,193.19,,,,
,,11/14/2019,193.15,,,,
,,11/15/2019,195.1,,,,
,,11/18/2019,197.4,,,,
,,11/19/2019,199.32,,,,
,,11/20/2019,197.51,,,,
,,11/21/2019,197.93,,,,
,,11/22/2019,198.82,,,,
,,11/25/2019,199.79,,,,
,,11/26/2019,198.97,,,,
,,11/27/2019,202,,,,
,,11/29/2019,201.64,,,,
,,12/2/2019,199.7,,,,
,,12/3/2019,198.82,,,,
,,12/4/2019,198.71,,,,
,,12/5/2019,199.36,,,,
,,12/6/2019,201.05,,,,
,,12/9/2019,201.34,,,,
,,12/10/2019,200.87,,,,
,,12/11/2019,202.26,,,,
,,12/12/2019,196.75,,,,
,,12/13/2019,194.11,,,,
,,12/16/2019,197.92,,,,
,,12/17/2019,198.39,,,,
,,12/18/2019,202.5,,,,
,,12/19/2019,206.06,,,,
,,12/20/2019,206.3,,,,
,,12/23/2019,206.18,,,,
,,12/24/2019,205.12,,,,
,,12/26/2019,207.79,,,,
,,12/27/2019,208.1,,,,
,,12/30/2019,204.41,,,,
,,12/31/2019,205.25,,,,
,,1/2/2020,209.78,,,,
,,1/3/2020,208.67,,,,
,,1/6/2020,212.6,,,,
,,1/7/2020,213.06,,,,
,,1/8/2020,215.22,,,,
,,1/9/2020,218.3,,,,
,,1/10/2020,218.06,,,,
,,1/13/2020,221.91,,,,
,,1/14/2020,219.06,,,,
,,1/15/2020,221.15,,,,
,,1/16/2020,221.77,,,,
,,1/17/2020,222.14,,,,
,,1/21/2020,221.44,,,,
,,1/22/2020,221.32,,,,
,,1/23/2020,219.76,,,,
,,1/24/2020,217.94,,,,
,,1/27/2020,214.87,,,,
,,1/28/2020,217.79,,,,
,,1/29/2020,223.23,,,,
,,1/30/2020,209.53,,,,
,,1/31/2020,201.91,,,,
,,2/3/2020,204.19,,,,
,,2/4/2020,209.83,,,,
,,2/5/2020,210.11,,,,
,,2/6/2020,210.85,,,,
,,2/7/2020,212.33,,,,
,,2/10/2020,213.06,,,,
,,2/11/2020,207.19,,,,
,,2/12/2020,210.76,,,,
,,2/13/2020,213.14,,,,
,,2/14/2020,214.18,,,,
,,2/18/2020,217.8,,,,
,,2/19/2020,217.49,,,,
,,2/20/2020,214.58,,,,
,,2/21/2020,210.18,,,,
,,2/24/2020,200.72,,,,
,,2/25/2020,196.77,,,,
,,2/26/2020,197.2,,,,
,,2/27/2020,189.75,,,,
,,2/28/2020,192.47,,,,
,,3/2/2020,196.44,,,,
,,3/3/2020,185.89,,,,
,,3/4/2020,191.76,,,,
,,3/5/2020,185.17,,,,
,,3/6/2020,181.09,,,,
,,3/9/2020,169.5,,,,
,,3/10/2020,178.19,,,,
,,3/11/2020,170.24,,,,
,,3/12/2020,154.47,,,,
,,3/13/2020,170.28,,,,
,,3/16/2020,146.01,,,,
,,3/17/2020,149.42,,,,
,,3/18/2020,146.96,,,,
,,3/19/2020,153.13,,,,
,,3/20/2020,149.73,,,,
,,3/23/2020,148.1,,,,
,,3/24/2020,160.98,,,,
,,3/25/2020,156.21,,,,
,,3/26/2020,163.34,,,,
,,3/27/2020,156.79,,,,
,,3/30/2020,165.95,,,,
,,3/31/2020,166.8,,,,
,,4/1/2020,159.6,,,,
,,4/2/2020,158.19,,,,
,,4/3/2020,154.18,,,,
,,4/6/2020,165.55,,,,
,,4/7/2020,168.83,,,,
,,4/8/2020,174.28,,,,
,,4/9/2020,175.19,,,,
,,4/13/2020,174.79,,,,
,,4/14/2020,178.17,,,,
,,4/15/2020,176.97,,,,
,,4/16/2020,176.25,,,,
,,4/17/2020,179.24,,,,
,,4/20/2020,178.24,,,,
,,4/21/2020,170.8,,,,
,,4/22/2020,182.28,,,,
,,4/23/2020,185.13,,,,
,,4/24/2020,190.07,,,,
,,4/27/2020,187.5,,,,
,,4/28/2020,182.91,,,,
,,4/29/2020,194.19,,,,
,,4/30/2020,204.71,,,,
,,5/1/2020,202.27,,,,
,,5/4/2020,205.26,,,,
,,5/5/2020,207.07,,,,
,,5/6/2020,208.47,,,,
,,5/7/2020,211.26,,,,
,,5/8/2020,212.35,,,,
,,5/11/2020,213.18,,,,
,,5/12/2020,210.1,,,,
,,5/13/2020,205.1,,,,
,,5/14/2020,206.81,,,,
,,5/15/2020,210.88,,,,
,,5/18/2020,213.19,,,,
,,5/19/2020,216.88,,,,
,,5/20/2020,229.97,,,,
,,5/21/2020,231.39,,,,
,,5/22/2020,234.91,,,,
,,5/26/2020,232.2,,,,
,,5/27/2020,229.14,,,,
,,5/28/2020,225.46,,,,
,,5/29/2020,225.09,,,,
,,6/1/2020,231.91,,,,
,,6/2/2020,232.72,,,,
,,6/3/2020,230.16,,,,
,,6/4/2020,226.29,,,,
,,6/5/2020,230.77,,,,
,,6/8/2020,231.4,,,,
,,6/9/2020,238.67,,,,
,,6/10/2020,236.73,,,,
,,6/11/2020,224.43,,,,
,,6/12/2020,228.58,,,,
,,6/15/2020,232.5,,,,
,,6/16/2020,235.65,,,,
,,6/17/2020,235.53,,,,
,,6/18/2020,235.94,,,,
,,6/19/2020,238.79,,,,
,,6/22/2020,239.22,,,,
,,6/23/2020,242.24,,,,
,,6/24/2020,234.02,,,,
,,6/25/2020,235.68,,,,
,,6/26/2020,216.08,,,,
,,6/29/2020,220.64,,,,
,,6/30/2020,227.07,,,,
,,7/1/2020,237.55,,,,
,,7/2/2020,233.42,,,,
,,7/6/2020,240.28,,,,
,,7/7/2020,240.86,,,,
,,7/8/2020,243.58,,,,
,,7/9/2020,244.5,,,,
,,7/10/2020,245.07,,,,
,,7/13/2020,239,,,,
,,7/14/2020,239.73,,,,
,,7/15/2020,240.28,,,,
,,7/16/2020,240.93,,,,
,,7/17/2020,242.03,,,,
,,7/20/2020,245.42,,,,
,,7/21/2020,241.75,,,,
,,7/22/2020,239.87,,,,
,,7/23/2020,232.6,,,,
,,7/24/2020,230.71,,,,
,,7/27/2020,233.5,,,,
,,7/28/2020,234.28,,,,
,PXLAST,Даты,Цена Базового актива в Дату,DIVIDENDS,Даты отсечки,"Сумма дивидендов, единиц валюты актива",Тип дивидендов
Ticker,700 HK Equity,8/22/2014,130.689,,4/19/2005,0.014,Final
Currency,HKD,8/25/2014,129.789,,5/15/2006,0.016,Final
Name,TENCENT HOLDINGS LTD,8/26/2014,129.389,,5/9/2007,0.024,Final
,,8/27/2014,128.389,,5/6/2008,0.032,Final
,,8/28/2014,127.789,,5/6/2009,0.02,Special Cash
,,8/29/2014,126.489,,5/6/2009,0.05,Final
,,9/1/2014,126.589,,5/5/2010,0.08,Final
,,9/2/2014,125.689,,5/3/2011,0.11,Final
,,9/3/2014,129.289,,5/18/2012,0.15,Final
,,9/4/2014,129.389,,5/20/2013,0.2,Final
,,9/5/2014,128.289,,5/16/2014,0.24,Final
,,9/8/2014,126.089,,5/15/2014,5,Stock Split
,,9/10/2014,121.989,,5/15/2015,0.36,Final
,,9/11/2014,122.189,,5/20/2016,0.47,Final
,,9/12/2014,122.889,,5/19/2017,0.61,Final
,,9/15/2014,123.389,,10/18/2017,0.000796,Entitlement
,,9/16/2014,120.989,,5/18/2018,0.88,Final
,,9/17/2014,123.989,,12/28/2018,0.000256,Spinoff
,,9/18/2014,122.889,,5/17/2019,1,Final
,,9/19/2014,125.189,,5/15/2020,1.2,Final
,,9/22/2014,121.089,,,,
,,9/23/2014,118.89,,,,
,,9/24/2014,118.49,,,,
,,9/25/2014,117.89,,,,
,,9/26/2014,116.49,,,,
,,9/29/2014,115.59,,,,
,,9/30/2014,115.49,,,,
,,10/3/2014,115.99,,,,
,,10/6/2014,119.69,,,,
,,10/7/2014,119.59,,,,
,,10/8/2014,118.49,,,,
,,10/9/2014,117.89,,,,
,,10/10/2014,115.69,,,,
,,10/13/2014,114.39,,,,
,,10/14/2014,113.39,,,,
,,10/15/2014,114.39,,,,
,,10/16/2014,112.99,,,,
,,10/17/2014,112.69,,,,
,,10/20/2014,114.29,,,,
,,10/21/2014,115.39,,,,
,,10/22/2014,119.29,,,,
,,10/23/2014,119.59,,,,
,,10/24/2014,119.49,,,,
,,10/27/2014,118.09,,,,
,,10/28/2014,120.089,,,,
,,10/29/2014,121.689,,,,
,,10/30/2014,121.889,,,,
,,10/31/2014,123.589,,,,
,,11/3/2014,123.789,,,,
,,11/4/2014,122.689,,,,
,,11/5/2014,123.989,,,,
,,11/6/2014,123.589,,,,
,,11/7/2014,123.089,,,,
,,11/10/2014,125.689,,,,
,,11/11/2014,127.589,,,,
,,11/12/2014,129.189,,,,
,,11/13/2014,129.489,,,,
,,11/14/2014,131.888,,,,
,,11/17/2014,129.089,,,,
,,11/18/2014,125.789,,,,
,,11/19/2014,124.389,,,,
,,11/20/2014,125.689,,,,
,,11/21/2014,124.189,,,,
,,11/24/2014,125.489,,,,
,,11/25/2014,124.689,,,,
,,11/26/2014,125.689,,,,
,,11/27/2014,125.089,,,,
,,11/28/2014,123.989,,,,
,,12/1/2014,120.289,,,,
,,12/2/2014,119.59,,,,
,,12/3/2014,117.69,,,,
,,12/4/2014,118.19,,,,
,,12/5/2014,118.89,,,,
,,12/8/2014,118.59,,,,
,,12/9/2014,115.79,,,,
,,12/10/2014,115.49,,,,
,,12/11/2014,113.39,,,,
,,12/12/2014,113.69,,,,
,,12/15/2014,111.89,,,,
,,12/16/2014,107.991,,,,
,,12/17/2014,105.291,,,,
,,12/18/2014,111.89,,,,
,,12/19/2014,115.69,,,,
,,12/22/2014,112.99,,,,
,,12/23/2014,112.79,,,,
,,12/24/2014,112.69,,,,
,,12/29/2014,113.39,,,,
,,12/30/2014,113.29,,,,
,,12/31/2014,112.49,,,,
,,1/2/2015,112.79,,,,
,,1/5/2015,113.49,,,,
,,1/6/2015,119.989,,,,
,,1/7/2015,124.389,,,,
,,1/8/2015,127.289,,,,
,,1/9/2015,127.189,,,,
,,1/12/2015,127.089,,,,
,,1/13/2015,127.789,,,,
,,1/14/2015,125.989,,,,
,,1/15/2015,126.889,,,,
,,1/16/2015,121.889,,,,
,,1/19/2015,122.989,,,,
,,1/20/2015,124.089,,,,
,,1/21/2015,128.689,,,,
,,1/22/2015,131.588,,,,
,,1/23/2015,132.688,,,,
,,1/26/2015,136.988,,,,
,,1/27/2015,135.988,,,,
,,1/28/2015,136.888,,,,
,,1/29/2015,134.588,,,,
,,1/30/2015,131.988,,,,
,,2/2/2015,135.788,,,,
,,2/3/2015,135.088,,,,
,,2/4/2015,133.888,,,,
,,2/5/2015,135.188,,,,
,,2/6/2015,134.188,,,,
,,2/9/2015,132.588,,,,
,,2/10/2015,132.988,,,,
,,2/11/2015,131.588,,,,
,,2/12/2015,129.589,,,,
,,2/13/2015,130.189,,,,
,,2/16/2015,130.489,,,,
,,2/17/2015,130.789,,,,
,,2/18/2015,129.889,,,,
,,2/23/2015,134.788,,,,
,,2/24/2015,135.088,,,,
,,2/25/2015,135.788,,,,
,,2/26/2015,135.588,,,,
,,2/27/2015,135.888,,,,
,,3/2/2015,136.688,,,,
,,3/3/2015,135.288,,,,
,,3/4/2015,133.288,,,,
,,3/5/2015,132.088,,,,
,,3/6/2015,131.688,,,,
,,3/9/2015,132.188,,,,
,,3/10/2015,131.089,,,,
,,3/11/2015,131.688,,,,
,,3/12/2015,131.788,,,,
,,3/13/2015,133.588,,,,
,,3/16/2015,135.588,,,,
,,3/17/2015,133.788,,,,
,,3/18/2015,135.888,,,,
,,3/19/2015,144.987,,,,
,,3/20/2015,142.588,,,,
,,3/23/2015,145.187,,,,
,,3/24/2015,142.987,,,,
,,3/25/2015,142.687,,,,
,,3/26/2015,140.788,,,,
,,3/27/2015,141.888,,,,
,,3/30/2015,144.687,,,,
,,3/31/2015,147.187,,,,
,,4/1/2015,147.987,,,,
,,4/2/2015,149.787,,,,
,,4/8/2015,154.486,,,,
,,4/9/2015,159.886,,,,
,,4/10/2015,161.786,,,,
,,4/13/2015,170.485,,,,
,,4/14/2015,161.186,,,,
,,4/15/2015,157.586,,,,
,,4/16/2015,159.986,,,,
,,4/17/2015,158.786,,,,
,,4/20/2015,153.087,,,,
,,4/21/2015,159.086,,,,
,,4/22/2015,162.686,,,,
,,4/23/2015,160.886,,,,
,,4/24/2015,161.586,,,,
,,4/27/2015,162.586,,,,
,,4/28/2015,163.586,,,,
,,4/29/2015,164.186,,,,
,,4/30/2015,160.886,,,,
,,5/4/2015,157.986,,,,
,,5/5/2015,157.586,,,,
,,5/6/2015,155.986,,,,
,,5/7/2015,152.987,,,,
,,5/8/2015,153.987,,,,
,,5/11/2015,158.586,,,,
,,5/12/2015,156.986,,,,
,,5/13/2015,156.786,,,,
,,5/14/2015,161.286,,,,
,,5/15/2015,162.286,,,,
,,5/18/2015,161.086,,,,
,,5/19/2015,161.386,,,,
,,5/20/2015,158.586,,,,
,,5/21/2015,156.786,,,,
,,5/22/2015,158.786,,,,
,,5/26/2015,158.786,,,,
,,5/27/2015,157.886,,,,
,,5/28/2015,155.186,,,,
,,5/29/2015,155.686,,,,
,,6/1/2015,156.086,,,,
,,6/2/2015,157.186,,,,
,,6/3/2015,158.086,,,,
,,6/4/2015,157.786,,,,
,,6/5/2015,154.686,,,,
,,6/8/2015,155.086,,,,
,,6/9/2015,154.986,,,,
,,6/10/2015,153.187,,,,
,,6/11/2015,154.286,,,,
,,6/12/2015,157.186,,,,
,,6/15/2015,155.186,,,,
,,6/16/2015,154.087,,,,
,,6/17/2015,154.286,,,,
,,6/18/2015,154.286,,,,
,,6/19/2015,154.186,,,,
,,6/22/2015,156.986,,,,
,,6/23/2015,158.086,,,,
,,6/24/2015,163.686,,,,
,,6/25/2015,161.986,,,,
,,6/26/2015,159.886,,,,
,,6/29/2015,153.087,,,,
,,6/30/2015,154.686,,,,
,,7/2/2015,156.486,,,,
,,7/3/2015,155.086,,,,
,,7/6/2015,146.487,,,,
,,7/7/2015,144.687,,,,
,,7/8/2015,134.788,,,,
,,7/9/2015,145.987,,,,
,,7/10/2015,148.887,,,,
,,7/13/2015,150.487,,,,
,,7/14/2015,151.687,,,,
,,7/15/2015,149.987,,,,
,,7/16/2015,149.987,,,,
,,7/17/2015,153.587,,,,
,,7/20/2015,155.486,,,,
,,7/21/2015,156.586,,,,
,,7/22/2015,154.486,,,,
,,7/23/2015,154.486,,,,
,,7/24/2015,151.487,,,,
,,7/27/2015,145.587,,,,
,,7/28/2015,146.487,,,,
,,7/29/2015,144.387,,,,
,,7/30/2015,142.787,,,,
,,7/31/2015,144.687,,,,
,,8/3/2015,143.987,,,,
,,8/4/2015,142.987,,,,
,,8/5/2015,142.388,,,,
,,8/6/2015,140.888,,,,
,,8/7/2015,142.088,,,,
,,8/10/2015,142.787,,,,
,,8/11/2015,140.788,,,,
,,8/12/2015,134.888,,,,
,,8/13/2015,144.087,,,,
,,8/14/2015,143.387,,,,
,,8/17/2015,141.988,,,,
,,8/18/2015,139.388,,,,
,,8/19/2015,139.588,,,,
,,8/20/2015,136.188,,,,
,,8/21/2015,131.588,,,,
,,8/24/2015,124.989,,,,
,,8/25/2015,130.889,,,,
,,8/26/2015,128.589,,,,
,,8/27/2015,132.188,,,,
,,8/28/2015,130.689,,,,
,,8/31/2015,131.788,,,,
,,9/1/2015,127.189,,,,
,,9/2/2015,127.389,,,,
,,9/4/2015,127.389,,,,
,,9/7/2015,126.389,,,,
,,9/8/2015,129.389,,,,
,,9/9/2015,133.588,,,,
,,9/10/2015,128.589,,,,
,,9/11/2015,127.389,,,,
,,9/14/2015,127.989,,,,
,,9/15/2015,131.189,,,,
,,9/16/2015,135.388,,,,
,,9/17/2015,134.288,,,,
,,9/18/2015,135.288,,,,
,,9/21/2015,133.788,,,,
,,9/22/2015,132.388,,,,
,,9/23/2015,130.889,,,,
,,9/24/2015,130.689,,,,
,,9/25/2015,130.989,,,,
,,9/29/2015,127.289,,,,
,,9/30/2015,129.289,,,,
,,10/2/2015,135.488,,,,
,,10/5/2015,139.688,,,,
,,10/6/2015,139.588,,,,
,,10/7/2015,141.988,,,,
,,10/8/2015,142.088,,,,
,,10/9/2015,141.888,,,,
,,10/12/2015,143.987,,,,
,,10/13/2015,142.887,,,,
,,10/14/2015,142.588,,,,
,,10/15/2015,144.987,,,,
,,10/16/2015,146.587,,,,
,,10/19/2015,147.087,,,,
,,10/20/2015,146.887,,,,
,,10/22/2015,146.287,,,,
,,10/23/2015,149.187,,,,
,,10/26/2015,148.987,,,,
,,10/27/2015,149.087,,,,
,,10/28/2015,149.787,,,,
,,10/29/2015,147.987,,,,
,,10/30/2015,146.587,,,,
,,11/2/2015,147.487,,,,
,,11/3/2015,150.487,,,,
,,11/4/2015,152.987,,,,
,,11/5/2015,152.287,,,,
,,11/6/2015,154.486,,,,
,,11/9/2015,151.987,,,,
,,11/10/2015,150.387,,,,
,,11/11/2015,151.487,,,,
,,11/12/2015,154.986,,,,
,,11/13/2015,152.187,,,,
,,11/16/2015,149.087,,,,
,,11/17/2015,151.187,,,,
,,11/18/2015,151.387,,,,
,,11/19/2015,153.087,,,,
,,11/20/2015,155.086,,,,
,,11/23/2015,155.486,,,,
,,11/24/2015,156.086,,,,
,,11/25/2015,156.386,,,,
,,11/26/2015,155.686,,,,
,,11/27/2015,153.187,,,,
,,11/30/2015,154.286,,,,
,,12/1/2015,154.286,,,,
,,12/2/2015,153.687,,,,
,,12/3/2015,154.386,,,,
,,12/4/2015,150.987,,,,
,,12/7/2015,150.887,,,,
,,12/8/2015,149.687,,,,
,,12/9/2015,150.687,,,,
,,12/10/2015,150.387,,,,
,,12/11/2015,147.587,,,,
,,12/14/2015,146.487,,,,
,,12/15/2015,147.487,,,,
,,12/16/2015,151.787,,,,
,,12/17/2015,151.587,,,,
,,12/18/2015,151.287,,,,
,,12/21/2015,150.287,,,,
,,12/22/2015,150.787,,,,
,,12/23/2015,152.187,,,,
,,12/24/2015,151.787,,,,
,,12/28/2015,150.887,,,,
,,12/29/2015,150.787,,,,
,,12/30/2015,150.687,,,,
,,12/31/2015,152.487,,,,
,,1/4/2016,149.087,,,,
,,1/5/2016,147.387,,,,
,,1/6/2016,145.987,,,,
,,1/7/2016,140.188,,,,
,,1/8/2016,142.588,,,,
,,1/11/2016,137.988,,,,
,,1/12/2016,136.088,,,,
,,1/13/2016,137.388,,,,
,,1/14/2016,137.088,,,,
,,1/15/2016,136.988,,,,
,,1/18/2016,135.988,,,,
,,1/19/2016,139.788,,,,
,,1/20/2016,135.388,,,,
,,1/21/2016,133.088,,,,
,,1/22/2016,138.988,,,,
,,1/25/2016,144.287,,,,
,,1/26/2016,141.788,,,,
,,1/27/2016,140.488,,,,
,,1/28/2016,141.588,,,,
,,1/29/2016,144.887,,,,
,,2/1/2016,146.987,,,,
,,2/2/2016,145.587,,,,
,,2/3/2016,141.588,,,,
,,2/4/2016,141.888,,,,
,,2/5/2016,143.887,,,,
,,2/11/2016,135.888,,,,
,,2/12/2016,133.288,,,,
,,2/15/2016,138.188,,,,
,,2/16/2016,139.288,,,,
,,2/17/2016,138.188,,,,
,,2/18/2016,142.288,,,,
,,2/19/2016,141.188,,,,
,,2/22/2016,141.688,,,,
,,2/23/2016,141.888,,,,
,,2/24/2016,140.388,,,,
,,2/25/2016,138.988,,,,
,,2/26/2016,142.687,,,,
,,2/29/2016,141.888,,,,
,,3/1/2016,144.487,,,,
,,3/2/2016,148.287,,,,
,,3/3/2016,147.587,,,,
,,3/4/2016,147.187,,,,
,,3/7/2016,146.487,,,,
,,3/8/2016,146.287,,,,
,,3/9/2016,145.687,,,,
,,3/10/2016,144.987,,,,
,,3/11/2016,148.087,,,,
,,3/14/2016,153.287,,,,
,,3/15/2016,151.287,,,,
,,3/16/2016,150.887,,,,
,,3/17/2016,152.287,,,,
,,3/18/2016,157.886,,,,
,,3/21/2016,158.086,,,,
,,3/22/2016,159.486,,,,
,,3/23/2016,159.686,,,,
,,3/24/2016,158.786,,,,
,,3/29/2016,157.286,,,,
,,3/30/2016,158.186,,,,
,,3/31/2016,158.386,,,,
,,4/1/2016,158.486,,,,
,,4/5/2016,156.586,,,,
,,4/6/2016,158.986,,,,
,,4/7/2016,161.786,,,,
,,4/8/2016,159.986,,,,
,,4/11/2016,159.486,,,,
,,4/12/2016,159.986,,,,
,,4/13/2016,164.486,,,,
,,4/14/2016,164.986,,,,
,,4/15/2016,165.286,,,,
,,4/18/2016,165.685,,,,
,,4/19/2016,165.685,,,,
,,4/20/2016,161.886,,,,
,,4/21/2016,163.486,,,,
,,4/22/2016,162.786,,,,
,,4/25/2016,159.886,,,,
,,4/26/2016,161.786,,,,
,,4/27/2016,159.486,,,,
,,4/28/2016,160.986,,,,
,,4/29/2016,158.886,,,,
,,5/3/2016,155.286,,,,
,,5/4/2016,154.486,,,,
,,5/5/2016,153.187,,,,
,,5/6/2016,153.887,,,,
,,5/9/2016,155.086,,,,
,,5/10/2016,156.386,,,,
,,5/11/2016,156.486,,,,
,,5/12/2016,154.186,,,,
,,5/13/2016,155.086,,,,
,,5/16/2016,159.886,,,,
,,5/17/2016,162.886,,,,
,,5/18/2016,161.086,,,,
,,5/19/2016,157.186,,,,
,,5/20/2016,158.486,,,,
,,5/23/2016,159.086,,,,
,,5/24/2016,160.486,,,,
,,5/25/2016,164.486,,,,
,,5/26/2016,163.786,,,,
,,5/27/2016,171.185,,,,
,,5/30/2016,169.885,,,,
,,5/31/2016,173.285,,,,
,,6/1/2016,170.385,,,,
,,6/2/2016,170.185,,,,
,,6/3/2016,170.785,,,,
,,6/6/2016,173.785,,,,
,,6/7/2016,176.585,,,,
,,6/8/2016,175.885,,,,
,,6/10/2016,175.085,,,,
,,6/13/2016,169.485,,,,
,,6/14/2016,168.285,,,,
,,6/15/2016,172.985,,,,
,,6/16/2016,168.785,,,,
,,6/17/2016,168.885,,,,
,,6/20/2016,170.685,,,,
,,6/21/2016,172.885,,,,
,,6/22/2016,177.084,,,,
,,6/23/2016,176.085,,,,
,,6/24/2016,173.785,,,,
,,6/27/2016,170.885,,,,
,,6/28/2016,170.485,,,,
,,6/29/2016,172.385,,,,
,,6/30/2016,176.085,,,,
,,7/4/2016,178.884,,,,
,,7/5/2016,176.385,,,,
,,7/6/2016,174.285,,,,
,,7/7/2016,176.285,,,,
,,7/8/2016,176.984,,,,
,,7/11/2016,179.984,,,,
,,7/12/2016,180.884,,,,
,,7/13/2016,181.184,,,,
,,7/14/2016,183.484,,,,
,,7/15/2016,184.784,,,,
,,7/18/2016,184.984,,,,
,,7/19/2016,183.284,,,,
,,7/20/2016,185.584,,,,
,,7/21/2016,184.584,,,,
,,7/22/2016,185.184,,,,
,,7/25/2016,187.984,,,,
,,7/26/2016,186.284,,,,
,,7/27/2016,188.983,,,,
,,7/28/2016,188.983,,,,
,,7/29/2016,186.484,,,,
,,8/1/2016,184.484,,,,
,,8/3/2016,181.484,,,,
,,8/4/2016,182.584,,,,
,,8/5/2016,184.584,,,,
,,8/8/2016,188.783,,,,
,,8/9/2016,188.184,,,,
,,8/10/2016,187.984,,,,
,,8/11/2016,188.683,,,,
,,8/12/2016,187.784,,,,
,,8/15/2016,191.083,,,,
,,8/16/2016,195.383,,,,
,,8/17/2016,192.983,,,,
,,8/18/2016,202.982,,,,
,,8/19/2016,201.782,,,,
,,8/22/2016,204.782,,,,
,,8/23/2016,203.582,,,,
,,8/24/2016,200.982,,,,
,,8/25/2016,199.483,,,,
,,8/26/2016,200.382,,,,
,,8/29/2016,201.382,,,,
,,8/30/2016,204.782,,,,
,,8/31/2016,201.782,,,,
,,9/1/2016,202.582,,,,
,,9/2/2016,201.782,,,,
,,9/5/2016,210.182,,,,
,,9/6/2016,214.981,,,,
,,9/7/2016,213.181,,,,
,,9/8/2016,214.981,,,,
,,9/9/2016,213.781,,,,
